Date&Time,TEMP,HUMI,CO2,STEMP,SWAT,SEC,PPF
01/16/2024 22:00,2.4,58,442,3.4,2.3,0,0
01/16/2024 23:00,1.9,58,435,2.9,2.2,0,0
01/17/2024 0:00,2.8,64,436,4.9,2.4,0,0
01/17/2024 1:00,3.5,66,440,5.9,2.4,0,0
01/17/2024 2:00,3.8,64,444,5.6,2.4,0,0
01/17/2024 3:00,3.2,64,443,5,2.4,0,0
01/17/2024 4:00,3.9,66,438,6,2.5,0,0
01/17/2024 5:00,4.2,66,432,6.2,2.5,0,0
01/17/2024 6:00,4.2,66,432,6.1,2.5,0,0
01/17/2024 7:00,4.6,66,445,6.1,2.5,0,0
01/17/2024 8:00,5.4,67,462,6.6,2.5,0,0
01/17/2024 9:00,6.2,66,464,7.7,2.5,0,93
01/17/2024 10:00,10.8,62,497,11.7,2.7,0,115
01/17/2024 11:00,11,59,469,11.5,2.7,0,80
01/17/2024 12:00,11.1,62,452,12,2.7,0,64
01/17/2024 13:00,10.9,64,442,12,2.8,0,116
01/17/2024 14:00,12.4,60,433,13.1,2.8,0,58
01/17/2024 15:00,10.6,66,419,11.3,2.7,0,66
01/17/2024 16:00,9.5,69,449,10.7,2.7,0,13
01/17/2024 17:00,9.2,68,450,10.1,2.7,0,0
01/17/2024 18:00,9.2,68,469,9.8,2.7,0,0
01/17/2024 19:00,9.1,68,462,9.9,2.7,0,0
01/17/2024 20:00,9.1,69,456,9.9,2.7,0,0
01/17/2024 21:00,9.2,69,455,10,2.8,0,0
01/17/2024 22:00,9.2,69,456,10.2,2.8,0,0
01/17/2024 23:00,9.4,70,458,10.3,2.8,0,0
01/18/2024 0:00,9.6,70,450,10.5,2.8,0,0
01/18/2024 1:00,9.7,70,446,10.5,2.8,0,0
01/18/2024 2:00,9.8,70,445,10.7,2.8,0,0
01/18/2024 3:00,9.9,71,447,10.8,2.8,0,0
01/18/2024 4:00,9.9,71,430,10.9,2.8,0,0
01/18/2024 5:00,9.8,71,432,11,2.8,0,0
01/18/2024 6:00,9.7,71,435,10.7,2.8,0,0
01/18/2024 7:00,9.6,71,433,10.7,2.8,0,0
01/18/2024 8:00,9.6,71,439,10.9,2.8,0,0
01/18/2024 9:00,9.7,71,433,10.7,2.8,0,17
01/18/2024 10:00,9,72,441,10.7,2.8,0,34
01/18/2024 11:00,9.8,70,445,10.8,2.8,0,77
01/18/2024 12:00,10.8,68,446,12,2.8,0,67
01/18/2024 13:00,11.1,67,443,12.1,2.8,0,61
01/18/2024 14:00,10.3,67,440,10.9,2.8,0,51
01/18/2024 15:00,9.2,71,442,10.9,2.8,0,40
01/18/2024 16:00,10,70,463,11.3,2.8,0,33
01/18/2024 17:00,9.5,70,461,10.9,2.8,0,0
01/18/2024 18:00,9.5,70,459,10.5,2.8,0,0
01/18/2024 19:00,9.3,70,465,10.4,2.8,0,0
01/18/2024 20:00,8.9,70,456,10,2.8,0,0
01/18/2024 21:00,8.9,71,454,10.1,2.8,0,0
01/18/2024 22:00,8.9,71,459,10.1,2.8,0,0
01/18/2024 23:00,8.9,70,462,10.1,2.8,0,0
01/19/2024 0:00,8.8,71,463,10,2.8,0,0
01/19/2024 1:00,8.9,71,464,10.1,2.8,0,0
01/19/2024 2:00,8.9,71,465,10,2.8,0,0
01/19/2024 3:00,8.8,70,474,9.9,2.8,0,0
01/19/2024 4:00,8.7,70,463,9.8,2.8,0,0
01/19/2024 5:00,8.6,70,457,9.8,2.8,0,0
01/19/2024 6:00,8.6,70,441,9.7,2.8,0,0
01/19/2024 7:00,8.7,71,450,9.9,2.8,0,0
01/19/2024 8:00,8.8,71,448,10,2.8,0,0
01/19/2024 9:00,9.4,71,439,11.1,2.8,0,83
01/19/2024 10:00,10.8,69,460,12.5,0,0,66
01/19/2024 11:00,12.4,67,443,14.1,0,0,214
01/19/2024 12:00,14.6,61,426,15.7,0,0,200
01/19/2024 13:00,18.5,53,432,19.6,0,0,411
01/19/2024 14:00,23.6,37,427,22.6,0,0,666
01/19/2024 15:00,19.9,49,418,18.2,0,0,113
01/19/2024 16:00,15.4,58,418,15.6,0,0,83
01/19/2024 17:00,13.1,61,405,12.9,0,0,0
01/19/2024 18:00,11.3,64,400,11.7,0,0,0
01/19/2024 19:00,10.4,65,392,10.9,0,0,0
01/19/2024 20:00,9.8,67,398,10.6,0,0,0
01/19/2024 21:00,9.6,67,391,10.4,0,0,0
01/19/2024 22:00,9.6,67,401,10.4,0,0,0
01/19/2024 23:00,9.5,68,397,10.4,0,0,0
01/20/2024 0:00,9.1,67,395,9.9,0,0,0
01/20/2024 1:00,9,67,404,9.8,0,0,0
01/20/2024 2:00,8.8,67,406,9.7,0,0,0
01/20/2024 3:00,8.9,68,399,9.9,0,0,0
01/20/2024 4:00,9,68,404,9.9,0,0,0
01/20/2024 5:00,9.1,69,407,10.1,0,0,0
01/20/2024 6:00,8.9,68,405,9.7,0,0,0
01/20/2024 7:00,8.8,68,404,9.6,0,0,0
01/20/2024 8:00,8.7,68,400,9.7,0,0,0
01/20/2024 9:00,8,70,402,9.7,0,0,17
01/20/2024 10:00,8,70,397,10,0,0,49
01/20/2024 11:00,8.8,70,404,10.6,0,0,86
01/20/2024 12:00,9.6,67,391,11,0,0,88
01/20/2024 13:00,9.6,66,398,11,0,0,90
01/20/2024 14:00,9.9,67,399,11.2,0,0,81
01/20/2024 15:00,9.7,67,397,11,0,0,43
01/20/2024 16:00,9.1,69,391,10.6,0,0,15
01/20/2024 17:00,9.1,68,402,10.2,0,0,0
01/20/2024 18:00,8.8,69,415,9.9,0,0,0
01/20/2024 19:00,8.8,68,415,9.7,0,0,0
01/20/2024 20:00,8.6,68,418,9.6,0,0,0
01/20/2024 21:00,8.5,68,423,9.4,0,0,0
01/20/2024 22:00,8.3,68,423,9.2,0,0,0
01/20/2024 23:00,8.2,68,423,9.1,0,0,0
01/21/2024 0:00,8,67,428,8.9,0,0,0
01/21/2024 1:00,7.4,69,426,9,0,0,0
01/21/2024 2:00,7.6,68,427,8.8,0,0,0
01/21/2024 3:00,7.8,68,431,8.9,0,0,0
01/21/2024 4:00,7.9,68,423,8.9,0,0,0
01/21/2024 5:00,7.9,68,423,8.9,0,0,0
01/21/2024 6:00,7.9,68,427,8.9,0,0,0
01/21/2024 7:00,7.8,69,423,8.8,0,0,0
01/21/2024 8:00,7.5,69,426,8.9,0,0,0
01/21/2024 9:00,8.1,69,425,9.7,0,0,61
01/21/2024 10:00,10.6,66,423,13.1,0,0,279
01/21/2024 11:00,18.7,39,435,19.6,0,0,924
01/21/2024 12:00,22.4,40,434,22.8,0,0,458
01/21/2024 13:00,20.7,40,420,20,0,0,142
01/21/2024 14:00,15.8,50,410,14.9,0,0,45
01/21/2024 15:00,11.5,60,403,12.3,0,0,55
01/21/2024 16:00,10.3,64,407,11.8,0,0,6
01/21/2024 17:00,9.3,66,408,10.9,0,0,0
01/21/2024 18:00,8.9,65,410,10,0,0,0
01/21/2024 19:00,8.5,65,410,9.6,0,0,0
01/21/2024 20:00,8.1,64,410,9,0,0,0
01/21/2024 21:00,7.6,65,413,8.8,0,0,0
01/21/2024 22:00,7.1,66,413,8.5,0,0,0
01/21/2024 23:00,6.7,66,412,8,0,0,0
01/22/2024 0:00,6.4,66,414,8,0,0,0
01/22/2024 1:00,6,66,402,7.9,0,0,0
01/22/2024 2:00,5.7,67,404,7.6,0,0,0
01/22/2024 3:00,5.5,66,400,6.9,0,0,0
01/22/2024 4:00,4.9,65,398,6.8,0,0,0
01/22/2024 5:00,4.8,66,398,6.3,0,0,0
01/22/2024 6:00,4.3,65,397,5.8,0,0,0
01/22/2024 7:00,3.3,63,387,5.1,0,0,0
01/22/2024 8:00,2.7,63,394,4.7,0,0,0
01/22/2024 9:00,2.5,59,393,3.9,0,0,45
01/22/2024 10:00,4,57,392,6.2,0,0,132
01/22/2024 11:00,7.5,49,395,8.3,0,0,126
01/22/2024 12:00,6.9,49,384,8.5,0,0,234
01/22/2024 13:00,11.6,39,390,16.2,0,0,394
01/22/2024 14:00,15.6,38,397,15.5,0,0,157
01/22/2024 15:00,11.4,36,402,11.8,0,0,226
01/22/2024 16:00,8.5,41,393,8.5,0,0,129
01/22/2024 17:00,5.9,49,396,6.7,0,0,0
01/22/2024 18:00,4.1,55,391,5,0,0,0
01/22/2024 19:00,3.3,58,388,4.2,0,0,0
01/22/2024 20:00,2.4,60,390,3.8,0,0,0
01/22/2024 21:00,1.6,61,390,3.5,0,0,0
01/22/2024 22:00,0.8,60,377,3.1,0,0,0
01/22/2024 23:00,0,59,376,2.2,0,0,0
01/23/2024 0:00,-0.8,59,372,1.2,0,0,0
01/23/2024 1:00,-0.8,60,373,1.6,0,0,0
01/23/2024 2:00,-1.4,57,365,0.4,0,0,0
01/23/2024 3:00,-2,58,379,0.1,0,0,0
01/23/2024 4:00,-1.8,58,371,0.1,0,0,0
01/23/2024 5:00,-3,56,371,-1.1,0,0,0
01/23/2024 6:00,-3.2,57,378,-1.3,0,0,0
01/23/2024 7:00,-3,59,377,-0.4,0,0,0
01/23/2024 8:00,-2,61,383,0.4,0,0,0
01/23/2024 9:00,-0.1,58,388,2.3,0,0,133
01/23/2024 10:00,4.9,52,400,7.1,0,0,263
01/23/2024 11:00,9,48,402,11.1,0,0,595
01/23/2024 12:00,11.3,41,398,11.4,0,0,266
01/23/2024 13:00,9.3,40,393,9.4,0,0,221
01/23/2024 14:00,15.8,37,403,20.5,0,0,625
01/23/2024 15:00,19.6,27,411,16.4,0,0,114
01/23/2024 16:00,7.1,42,388,7.8,0,0,171
01/23/2024 17:00,5.5,42,390,6,0,0,0
01/23/2024 18:00,2.9,48,390,3.6,0,0,0
01/23/2024 19:00,0.9,52,390,2,0,0,0
01/23/2024 20:00,0.4,56,388,1.8,0,0,0
01/23/2024 21:00,-0.1,55,389,1.1,0,0,0
01/23/2024 22:00,-1.2,57,390,0.5,0,0,0
01/23/2024 23:00,-0.4,57,390,0.9,0,0,0
01/24/2024 0:00,-2,55,382,-0.1,0,0,0
01/24/2024 1:00,-2.3,56,382,-0.2,0,0,0
01/24/2024 2:00,-1.6,58,386,0.5,0,0,0
01/24/2024 3:00,-1.9,55,385,-0.5,0,0,0
01/24/2024 4:00,-2.4,53,383,-1.4,0,0,0
01/24/2024 5:00,-3.6,55,377,-1.5,0,0,0
01/24/2024 6:00,-3.3,59,378,-1,0,0,0
01/24/2024 7:00,-3,58,384,-1.2,0,0,0
01/24/2024 8:00,-3.5,58,384,-1,0,0,0
01/24/2024 9:00,-0.6,59,395,2.9,0,0,229
01/24/2024 10:00,11.2,44,436,13,0,0,578
01/24/2024 11:00,18.1,34,422,17.9,0,0,997
01/24/2024 12:00,21.4,22,430,18,0,0,242
01/24/2024 13:00,20.6,24,425,21.8,0,0,575
01/24/2024 14:00,24.7,23,426,21.4,0.1,0,225
01/24/2024 15:00,21.2,27,446,18.8,0,0,370
01/24/2024 16:00,16.6,31,424,13.6,0,0,121
01/24/2024 17:00,8.9,39,401,8,0,0,0
01/24/2024 18:00,5,47,396,4.9,0,0,0
01/24/2024 19:00,2.7,49,396,3,0,0,0
01/24/2024 20:00,1.5,51,396,2,0,0,0
01/24/2024 21:00,0.7,51,398,1.2,0,0,0
01/24/2024 22:00,-1.1,55,399,0.5,0,0,0
01/24/2024 23:00,-2,57,398,0,0,0,0
01/25/2024 0:00,-1.7,56,394,0.1,0,0,0
01/25/2024 1:00,-2.5,56,387,-0.8,0,0,0
01/25/2024 2:00,-2.9,55,395,-1.4,0,0,0
01/25/2024 3:00,-3.4,56,389,-2,0,0,0
01/25/2024 4:00,-3.6,58,393,-1.3,0,0,0
01/25/2024 5:00,-3.9,58,387,-1.4,0,0,0
01/25/2024 6:00,-4.3,58,393,-1.2,0,0,0
01/25/2024 7:00,-4.6,58,388,-1.8,0,0,0
01/25/2024 8:00,-4.1,58,393,-1.4,0,0,0
01/25/2024 9:00,-0.2,58,413,3.1,0,0,223
01/25/2024 10:00,11.3,40,445,11.9,0,0,222
01/25/2024 11:00,15.8,37,442,17.8,0,0,966
01/25/2024 12:00,21.2,19,444,17.1,0,0,750
01/25/2024 13:00,19,22,448,20.5,0,0,388
01/25/2024 14:00,24.9,26,447,26.6,0,0,793
01/25/2024 15:00,22.8,30,461,21,0,0,339
01/25/2024 16:00,18.4,33,463,14.6,0,0,128
01/25/2024 17:00,10.9,43,474,8.8,0,0,0
01/25/2024 18:00,6.5,48,432,5.7,0,0,0
01/25/2024 19:00,4.3,49,423,3.9,0,0,0
01/25/2024 20:00,2.8,50,420,2.4,0,0,0
01/25/2024 21:00,0.8,55,420,1.9,0,0,0
01/25/2024 22:00,-0.2,56,411,1.6,0,0,0
01/25/2024 23:00,-0.4,54,418,1.2,0,0,0
01/26/2024 0:00,-0.9,55,426,0.1,0,0,0
01/26/2024 1:00,-1.3,55,414,-0.1,0,0,0
01/26/2024 2:00,-1.6,57,418,0.1,0,0,0
01/26/2024 3:00,-2,56,412,-0.2,0,0,0
01/26/2024 4:00,-2.2,56,406,-0.2,0,0,0
01/26/2024 5:00,-1.3,57,407,0.5,0,0,0
01/26/2024 6:00,-1.6,59,407,0.8,0,0,0
01/26/2024 7:00,0.2,61,411,1.5,0,0,0
01/26/2024 8:00,-0.2,58,416,1.7,0,0,0
01/26/2024 9:00,1.8,61,415,4.9,0,0,190
01/26/2024 10:00,12.8,50,438,14.5,0,0,594
01/26/2024 11:00,19,39,452,18.2,0,0,323
01/26/2024 12:00,20.1,32,437,19.7,0,0,872
01/26/2024 13:00,21.5,30,435,21.7,0,0,397
01/26/2024 14:00,20,37,422,19.3,0,0,346
01/26/2024 15:00,21.5,35,438,20.6,0,0,261
01/26/2024 16:00,17.2,39,431,15.5,0,0,102
01/26/2024 17:00,11.6,47,421,10.1,0,0,0
01/26/2024 18:00,9,55,412,8.7,0,0,0
01/26/2024 19:00,7.9,58,409,8.1,0,0,0
01/26/2024 20:00,7.1,59,419,7.3,0,0,0
01/26/2024 21:00,6.5,61,423,6.9,0,0,0
01/26/2024 22:00,6.1,61,423,6.6,0,0,0
01/26/2024 23:00,5.5,62,431,6.2,0,0,0
01/27/2024 0:00,5.2,62,435,5.8,0,0,0
01/27/2024 1:00,5,63,441,5.8,0,0,0
01/27/2024 2:00,5,63,440,5.7,0,0,0
01/27/2024 3:00,4.7,63,439,5.4,0,0,0
01/27/2024 4:00,4.7,63,442,5.5,0,0,0
01/27/2024 5:00,4.7,64,438,5.5,0,0,0
01/27/2024 6:00,4.6,64,440,5.4,0,0,0
01/27/2024 7:00,4.5,63,444,5.1,0,0,0
01/27/2024 8:00,3.2,62,444,4.9,0,0,0
01/27/2024 9:00,4.5,62,443,7.7,0,0,212
01/27/2024 10:00,14.9,51,455,16.1,0,0,573
01/27/2024 11:00,19.5,29,438,19.3,0,0,863
01/27/2024 12:00,20.3,18,443,20.6,0,0,944
01/27/2024 13:00,20.3,17,439,22.2,0,0,391
01/27/2024 14:00,26.1,16,433,25.1,0.1,0,569
01/27/2024 15:00,27.2,23,443,25,0.1,0,288
01/27/2024 16:00,22,25,446,18.2,0,0,142
01/27/2024 17:00,14.5,37,411,12.2,0,0,0
01/27/2024 18:00,9.5,49,405,8.8,0,0,0
01/27/2024 19:00,6.5,54,404,6.9,0,0,0
01/27/2024 20:00,3.8,56,409,5.6,0,0,0
01/27/2024 21:00,2.6,58,403,4.6,0,0,0
01/27/2024 22:00,2.1,57,415,3.9,0,0,0
01/27/2024 23:00,2,56,415,3.3,0,0,0
01/28/2024 0:00,2,60,429,4,0,0,0
01/28/2024 1:00,2.3,59,432,4.1,0,0,0
01/28/2024 2:00,1.9,57,433,3.2,0,0,0
01/28/2024 3:00,2.2,64,419,4.2,0,0,0
01/28/2024 4:00,2.4,62,425,4.2,0,0,0
01/28/2024 5:00,2.5,62,429,3.9,0,0,0
01/28/2024 6:00,1.1,56,433,1.8,0,0,0
01/28/2024 7:00,0.1,55,433,1.2,0,0,0
01/28/2024 8:00,0.1,58,430,1.9,0,0,0
01/28/2024 9:00,3.2,61,441,5.9,0,0,129
01/28/2024 10:00,9,56,440,10.8,0,0,524
01/28/2024 11:00,16.9,45,441,17.9,0,0,364
01/28/2024 12:00,19.3,38,429,18.6,0,0,202
01/28/2024 13:00,17,44,412,17.9,0,0,349
01/28/2024 14:00,19.8,37,420,19.8,0,0,195
01/28/2024 15:00,23.5,32,429,23,0,0,338
01/28/2024 16:00,16.5,38,426,14.2,0,0,141
01/28/2024 17:00,12.4,42,418,10.5,0,0,0
01/28/2024 18:00,8.2,50,401,7.5,0,0,0
01/28/2024 19:00,4.7,53,396,5.5,0,0,0
01/28/2024 20:00,2.5,56,394,4.1,0,0,0
01/28/2024 21:00,2.5,59,393,4.1,0,0,0
01/28/2024 22:00,2.4,60,406,4.1,0,0,0
01/28/2024 23:00,3,61,417,4.4,0,0,0
01/29/2024 0:00,1.3,58,416,3.1,0,0,0
01/29/2024 1:00,1.1,61,416,3.3,0,0,0
01/29/2024 2:00,1.6,59,420,3.3,0,0,0
01/29/2024 3:00,1.8,62,415,3.9,0,0,0
01/29/2024 4:00,2.3,63,415,3.8,0,0,0
01/29/2024 5:00,2.8,61,423,3.8,0,0,0
01/29/2024 6:00,3.1,61,419,4,0,0,0
01/29/2024 7:00,3.2,61,421,4,0,0,0
01/29/2024 8:00,2.8,61,426,4,0,0,0
01/29/2024 9:00,4,62,430,6.1,0,0,109
01/29/2024 10:00,13.3,52,445,15.5,0,0,466
01/29/2024 11:00,20.6,33,432,19.9,0,0,797
01/29/2024 12:00,21.4,18,431,19.9,0,0,632
01/29/2024 13:00,16.8,20,423,15.8,0,0,573
01/29/2024 14:00,24.7,19,443,24.5,0,0,339
01/29/2024 15:00,27.7,24,463,26.3,0,0,346
01/29/2024 16:00,21.5,27,450,18,0,0,162
01/29/2024 17:00,13.9,41,441,12.6,0,0,0
01/29/2024 18:00,8.6,48,432,8.5,0,0,0
01/29/2024 19:00,5.2,52,430,5.7,0,0,0
01/29/2024 20:00,3.5,54,431,4.4,0,0,0
01/29/2024 21:00,2.4,55,438,3.5,0,0,0
01/29/2024 22:00,1.8,56,450,3,0,0,0
01/29/2024 23:00,1,57,457,2.8,0,0,0
01/30/2024 0:00,0.3,58,446,2.3,0,0,0
01/30/2024 1:00,-0.4,60,441,2,0,0,0
01/30/2024 2:00,-0.7,58,447,1.1,0,0,0
01/30/2024 3:00,-1.1,58,444,0.7,0,0,0
01/30/2024 4:00,-1.3,58,445,0.6,0,0,0
01/30/2024 5:00,-1.5,59,434,0.4,0,0,0
01/30/2024 6:00,-1.4,60,436,0.8,0,0,0
01/30/2024 7:00,-2.1,60,441,0.2,0,0,0
01/30/2024 8:00,-1.8,59,448,0,0,0,22
01/30/2024 9:00,4.3,54,462,7.4,0,0,372
01/30/2024 10:00,13.2,52,487,15.4,0,0,374
01/30/2024 11:00,20,32,473,21.5,0,0,843
01/30/2024 12:00,16.1,23,453,18.9,0,0,625
01/30/2024 13:00,16.4,21,447,19.4,0,0,545
01/30/2024 14:00,18,18,450,20.5,0,0,327
01/30/2024 15:00,17.2,22,456,21.7,0,0,425
01/30/2024 16:00,18.2,31,484,19,0,0,178
01/30/2024 17:00,15.6,37,460,14,0,0,0
01/30/2024 18:00,11.1,51,459,10.7,0,0,0
01/30/2024 19:00,8.3,58,457,9.6,0,0,0
01/30/2024 20:00,7.5,57,473,8.2,0,0,0
01/30/2024 21:00,6,57,470,6.6,0,0,0
01/30/2024 22:00,6,63,480,7.7,0,0,0
01/30/2024 23:00,6.9,62,488,8.1,0,0,0
01/31/2024 0:00,7.4,61,482,8.4,0,0,0
01/31/2024 1:00,7.6,61,487,8.7,0,0,0
01/31/2024 2:00,7.7,62,494,8.7,0,0,0
01/31/2024 3:00,7.7,62,484,8.7,0,0,0
01/31/2024 4:00,7.8,62,487,8.8,0,0,0
01/31/2024 5:00,7.7,63,479,8.6,0,0,0
01/31/2024 6:00,7.4,63,475,8.3,0,0,0
01/31/2024 7:00,7.6,64,477,8.7,0,0,0
01/31/2024 8:00,7.5,65,483,8.8,0,0,14
01/31/2024 9:00,9.3,66,485,11.6,0,0,120
01/31/2024 10:00,12,58,503,13.3,0,0,181
01/31/2024 11:00,16.7,56,482,18.2,0,0,247
01/31/2024 12:00,20.6,47,459,22.4,0,0,492
01/31/2024 13:00,17.7,28,447,20.5,0,0,766
01/31/2024 14:00,24,18,445,25.2,0,0,338
01/31/2024 15:00,21.8,21,439,22.1,0,0,439
01/31/2024 16:00,19.7,29,434,20.6,0,0,161
01/31/2024 17:00,17.5,38,434,15.8,0,0,1
01/31/2024 18:00,13,51,429,13.4,0,0,0
01/31/2024 19:00,10.1,58,425,11,0,0,0
01/31/2024 20:00,9.4,63,425,11,0,0,0
01/31/2024 21:00,9.3,67,438,11,0,0,0
01/31/2024 22:00,9.1,68,445,10.8,0,0,0
01/31/2024 23:00,8.8,67,455,10.6,0,0,0
02/01/2024 0:00,8.5,68,450,10.3,0,0,0
02/01/2024 1:00,8.3,68,453,10,0,0,0
02/01/2024 2:00,8.2,68,458,9.8,0,0,0
02/01/2024 3:00,8.3,67,458,9.8,0,0,0
02/01/2024 4:00,8.4,67,460,9.7,0,0,0
02/01/2024 5:00,8.3,65,454,9.4,0,0,0
02/01/2024 6:00,8.1,67,451,9.5,0,0,0
02/01/2024 7:00,7.9,67,450,9.3,0,0,0
02/01/2024 8:00,7.9,65,449,9.2,0,0,16
02/01/2024 9:00,8,65,441,10.1,0,0,44
02/01/2024 10:00,9.4,64,449,12,0,0,169
02/01/2024 11:00,12.1,58,450,13.8,0,0,166
02/01/2024 12:00,17.3,48,452,19.5,0,0,376
02/01/2024 13:00,20,40,452,20.2,0,0,330
02/01/2024 14:00,21.8,41,453,21.4,0,0,290
02/01/2024 15:00,19.3,44,446,18.9,0,0,164
02/01/2024 16:00,15.5,49,456,15.6,0,0,90
02/01/2024 17:00,12.4,55,443,13,0,0,0
02/01/2024 18:00,10.9,61,447,11.8,0,0,0
02/01/2024 19:00,9.5,62,442,10.8,0,0,0
02/01/2024 20:00,8.4,64,442,9.8,0,0,0
02/01/2024 21:00,8.4,65,447,9.9,0,0,0
02/01/2024 22:00,7.7,65,453,9.3,0,0,0
02/01/2024 23:00,7.8,66,456,9.6,0,0,0
02/02/2024 0:00,7.7,66,449,9.4,0,0,0
02/02/2024 1:00,7.7,66,455,9.5,0,0,0
02/02/2024 2:00,7.7,67,451,9.7,0,0,0
02/02/2024 3:00,7.7,67,452,9.6,0,0,0
02/02/2024 4:00,7.6,66,449,9.3,0,0,0
02/02/2024 5:00,7.5,66,454,9.1,0,0,0
02/02/2024 6:00,7.3,65,445,8.8,0,0,0
02/02/2024 7:00,6.8,65,450,8.3,0,0,0
02/02/2024 8:00,6.2,64,438,8.1,0,0,24
02/02/2024 9:00,8.3,61,439,10.9,0,0,184
02/02/2024 10:00,12.1,54,452,13.2,0,0,143
02/02/2024 11:00,14.3,55,438,17,0,0,357
02/02/2024 12:00,17.5,28,442,17.3,0,0,537
02/02/2024 13:00,16,30,423,17.6,0,0,676
02/02/2024 14:00,20.3,29,428,22.1,0,0,396
02/02/2024 15:00,28,27,438,27.5,0,0,454
02/02/2024 16:00,23,32,435,20.9,0,0,170
02/02/2024 17:00,15.8,42,420,14.4,0,0,0
02/02/2024 18:00,10,54,415,10.8,0,0,0
02/02/2024 19:00,7.1,58,401,8.2,0,0,0
02/02/2024 20:00,6.1,58,404,7,0,0,0
02/02/2024 21:00,5.5,59,409,6.5,0,0,0
02/02/2024 22:00,4.6,59,420,5.6,0,0,0
02/02/2024 23:00,3.9,60,417,5.2,0,0,0
02/03/2024 0:00,4.3,60,422,5.5,0,0,0
02/03/2024 1:00,3.7,60,422,4.8,0,0,0
02/03/2024 2:00,2.8,60,421,4.1,0,0,0
02/03/2024 3:00,2.8,62,419,4.5,0,0,0
02/03/2024 4:00,3.5,64,416,5.7,0,0,0
02/03/2024 5:00,4.5,65,417,6.5,0,0,0
02/03/2024 6:00,5,66,417,6.9,0,0,0
02/03/2024 7:00,5.2,67,429,7.2,0,0,0
02/03/2024 8:00,5.7,65,418,7.3,0,0,9
02/03/2024 9:00,6.6,67,435,9,0,0,42
02/03/2024 10:00,8.5,65,443,10.6,0,0,102
02/03/2024 11:00,11,60,458,12.5,0,0,190
02/03/2024 12:00,14.5,55,459,15.8,0,0,265
02/03/2024 13:00,16.5,55,440,17.3,0,0,261
02/03/2024 14:00,17.7,53,427,18.5,0,0,260
02/03/2024 15:00,16.8,54,425,16.9,0,0,151
02/03/2024 16:00,13.5,59,422,14,0,0,40
02/03/2024 17:00,10.5,64,417,12,0,0,0
02/03/2024 18:00,10.3,64,412,11,0,0,0
02/03/2024 19:00,9.6,65,424,10.5,0,0,0
02/03/2024 20:00,9.2,66,418,10.3,0,0,0
02/03/2024 21:00,8.9,66,427,10.1,0,0,0
02/03/2024 22:00,8.5,67,427,9.9,0,0,0
02/03/2024 23:00,8.1,68,431,9.9,0,0,0
02/04/2024 0:00,7.8,68,433,9.7,0,0,0
02/04/2024 1:00,7.7,68,449,9.5,0,0,0
02/04/2024 2:00,7.6,68,432,9.4,0,0,0
02/04/2024 3:00,7.5,68,433,9.3,0,0,0
02/04/2024 4:00,7.3,67,431,9.2,0,0,0
02/04/2024 5:00,7.2,67,431,9.1,0,0,0
02/04/2024 6:00,6.8,64,443,7.9,0,0,0
02/04/2024 7:00,6.4,67,444,8.4,0,0,0
02/04/2024 8:00,7,66,431,8.6,0,0,25
02/04/2024 9:00,8.8,66,437,11.1,0,0,138
02/04/2024 10:00,12.8,56,436,13.2,0,0,290
02/04/2024 11:00,18.2,36,423,19.1,0,0,811
02/04/2024 12:00,19.2,33,424,19.2,0,0,303
02/04/2024 13:00,18.8,36,413,19.6,0,0,640
02/04/2024 14:00,19.5,41,408,21.9,0,0,354
02/04/2024 15:00,25.2,36,415,22.4,0,0,88
02/04/2024 16:00,18.9,50,408,17.9,0,0,44
02/04/2024 17:00,15.1,59,395,15,0,0,0
02/04/2024 18:00,13.2,61,399,13.6,0,0,0
02/04/2024 19:00,12,64,392,13,0,0,0
02/04/2024 20:00,11.3,67,402,12.6,0,0,0
02/04/2024 21:00,10.6,67,410,12,0,0,0
02/04/2024 22:00,10.2,67,399,11.6,0,0,0
02/04/2024 23:00,9.9,67,402,11.2,0,0,0
02/05/2024 0:00,9.5,67,395,10.8,0,0,0
02/05/2024 1:00,9.1,67,404,10.6,0,0,0
02/05/2024 2:00,8.9,67,393,10.4,0,0,0
02/05/2024 3:00,8.8,68,402,10.3,0,0,0
02/05/2024 4:00,8.8,67,404,10.2,0,0,0
02/05/2024 5:00,8.8,67,402,10.2,0,0,0
02/05/2024 6:00,8.8,67,411,10.2,0,0,0
02/05/2024 7:00,8.7,68,408,10.2,0,0,0
02/05/2024 8:00,8.6,67,405,9.8,0,0,5
02/05/2024 9:00,8.7,68,403,10.6,0,0,20
02/05/2024 10:00,8.9,70,426,10.2,0,0,76
02/05/2024 11:00,10.3,67,414,12.7,0,0,156
02/05/2024 12:00,12.2,62,405,13.5,0,0,174
02/05/2024 13:00,13,61,402,14.8,0,0,254
02/05/2024 14:00,13.4,61,417,14.6,0,0,187
02/05/2024 15:00,13,61,417,14,0,0,83
02/05/2024 16:00,11.1,65,409,12.2,0,0,18
02/05/2024 17:00,9.9,67,407,11.4,0,0,0
02/05/2024 18:00,9.7,67,421,11.1,0,0,0
02/05/2024 19:00,9.2,68,418,10.8,0,0,0
02/05/2024 20:00,8.8,68,420,10.5,0,0,0
02/05/2024 21:00,8.6,68,416,10.4,0,0,0
02/05/2024 22:00,8.6,68,417,10.2,0,0,0
02/05/2024 23:00,8.7,68,414,10.2,0,0,0
